id_veiculo_modelo,name,status,fk_veiculo_marca
1,Integra GS 1.8,1,1
2,Legend 3.2/3.5,1,1
3,NSX 3.0,1,1
4,MARRUÁ 2.8 12V 132cv TDI Diesel,1,2
5,145 Elegant 1.7/1.8 16V,1,3
6,145 Elegant 2.0 16V,1,3
7,145 Quadrifoglio 2.0,1,3
8,145 QV,1,3
9,147 2.0 16V 148cv 4p Semi-Aut.,1,3
10,155,1,3
11,155 Super,1,3
12,156 2.5 V6 24V 190cv 4p Aut.,1,3
13,156 Sport Wagon 2.0 16V,1,3
14,156 SportWagon 2.5 V6 24V 190cv 4p Aut.,1,3
15,156 TS/Sport/Elegant 2.0 16V,1,3
16,164 3.0 V6,1,3
17,164 Super V6 24V,1,3
18,166 3.0 V6 24V,1,3
19,2300 TI/TI-4,1,3
20,Spider 2.0/3.0,1,3
21,Hummer Hard-Top 6.5 4x4 Diesel TB,1,4
22,Hummer Open-Top 6.5 4x4 Diesel TB,1,4
23,Hummer Wagon 6.5 4x4 Diesel TB,1,4
24,AM-825 Luxo 4.0 Diesel,1,5
25,AM-825 Super Luxo 4.0 Diesel,1,5
26,Hi-Topic SLX/SDX/DLX Full Diesel,1,5
27,Hi-Topic STD Diesel,1,5
28,Hi-Topic Van 2.7 Diesel (furgão),1,5
29,Jipe Rocsta GT 4x4 2.2 Diesel,1,5
30,Topic Carga 2.7 Diesel (furgão),1,5
31,Topic Luxo Diesel,1,5
32,Topic Super Luxo Diesel,1,5
33,Towner Coach Full,1,5
34,Towner Furgão,1,5
35,Towner Glass Van,1,5
36,Towner Luxo,1,5
37,Towner Multiuso 5p,1,5
38,Towner Panel Van,1,5
39,Towner Pick-Up,1,5
40,Towner SDX / DLX/ STD,1,5
41,Towner Super Luxo,1,5
42,Towner Truck,1,5
43,100 2.8 V6,1,6
44,100 2.8 V6 Avant,1,6
45,100 S-4 2.2 Avant Turbo,1,6
46,80 2.0,1,6
47,80 2.0 Avant,1,6
48,80 2.6/ 2.8,1,6
49,80 2.6/2.8 Avant,1,6
50,80 2.8 Cabriolet,1,6
51,80 S2 Avant,1,6
52,A3 1.6 3p,1,6
53,A3 1.6 3p Aut,1,6
54,A3 1.6 5p,1,6
55,A3 1.6 5p Aut,1,6
56,A3 1.8 3p,1,6
57,A3 1.8 3p Aut.,1,6
58,A3 1.8 5p Aut.,1,6
59,A3 1.8 5p Mec.,1,6
60,A3 1.8 Turbo 180cv 3p Aut./ Tip.,1,6
61,A3 1.8 Turbo 180cv 3p Mec.,1,6
62,A3 1.8 Turbo 180cv 5p Aut./ Tip.,1,6
63,A3 1.8 Turbo 180cv 5p Mec.,1,6
64,A3 1.8 Turbo 3p Aut.,1,6
65,A3 1.8 Turbo 3p Mec.,1,6
66,A3 1.8 Turbo 5p Aut.,1,6
67,A3 1.8 Turbo 5p Mec.,1,6
68,A4 1.8  Aut.,1,6
69,A4 1.8  Mec.,1,6
70,A4 1.8 Avant Aut.,1,6
71,A4 1.8 Avant Mec.,1,6
72,A4 1.8 Avant Turbo Mec.,1,6
73,A4 1.8 Avant Turbo Tip./ Multitronic,1,6
74,A4 1.8 Tip./ Multitronic Turbo,1,6
75,A4 1.8 Turbo,1,6
76,A4 2.0 20V 130cv Multitronic 4p,1,6
77,A4 2.4 30V Avant Mec,1,6
78,A4 2.4 30V Avant Tip./Multitronic,1,6
79,A4 2.4 30V Mec,1,6
80,A4 2.4 30V Tip./Multitronic,1,6
81,A4 2.4 Avant V6 30V Quattro Mec,1,6
82,A4 2.4 Avant V6 30V Quattro Tiptronic,1,6
83,A4 2.4 V6 30V Quattro Mec,1,6
84,A4 2.4 V6 30V Quattro Tiptronic,1,6
85,A4 2.8,1,6
86,A4 2.8 30V  Tiptronic/ Aut.,1,6
87,A4 2.8 30V Mec,1,6
88,A4 2.8 Avant V6 12V,1,6
89,A4 2.8 Avant V6 30V Mec.,1,6
90,A4 2.8 Avant V6 30V Quattro Mec.,1,6
91,A4 2.8 Avant V6 30V Quattro Tiptronic,1,6
92,A4 2.8 Avant V6 30V Tiptronic,1,6
93,A4 2.8 V6 30V  Quattro Tiptronic,1,6
94,A4 2.8 V6 30V Quattro Mec,1,6
95,A4 3.0 30V 218cv Multitronic 4p,1,6
96,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,1,6
97,A4 3.0 Avant 30V 218cv Multitronic 5p,1,6
98,A4 3.0 Avant 30V 218cv Quattro Tiptronic,1,6
99,A4 3.0 Cabriolet 30V 218cv Multitronic,1,6
100,A6 2.4 30V Mec,1,6
101,A6 2.4 30V Tip./Multitronic,1,6
102,A6 2.4 Avant 30V Mec.,1,6
103,A6 2.4 Avant 30V Tip./ Multitronic,1,6
104,A6 2.4 Avant V6 30V Quattro Mec.,1,6
105,A6 2.4 Avant V6 30V Quattro Tiptronic,1,6
106,A6 2.4 V6 30V Quattro Mec,1,6
107,A6 2.4 V6 30V Quattro Tiptronic,1,6
108,A6 2.7 30V Avant Tiptronic,1,6
109,A6 2.7 30V Mec.,1,6
110,A6 2.7 Avant Quattro Tiptronic,1,6
111,A6 2.7 Quattro Tiptronic,1,6
112,A6 2.8,1,6
113,A6 2.8 30V Mec,1,6
114,A6 2.8 30V Tiptronic,1,6
115,A6 2.8 Avant,1,6
116,A6 2.8 Avant 30V Mec,1,6
117,A6 2.8 Avant 30V Tiptronic,1,6
118,A6 2.8 Avant V6 30V Quattro Mec,1,6
119,A6 2.8 Avant V6 30V Quattro Tiptronic,1,6
120,A6 2.8 V6 30V Quattro Mec,1,6
121,A6 2.8 V6 30V Quattro Tiptronic,1,6
122,A6 3.0 Avant V6 30V 218cv Multitronic 5p,1,6
123,A6 3.0 V6 30V 218cv Multitronic 4p,1,6
124,A6 4.2 Avant Quattro Tiptronic,1,6
125,A6 4.2 Quattro Tiptronic,1,6
126,A8 4.2 Quattro Tiptronic,1,6
127,A8 4.2 V8 32V Tiptronic,1,6
128,Allroad 2.7 30V Quattro Turbo Tiptronic,1,6
129,Avant RS2,1,6
130,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,1,6
131,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,1,6
132,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,1,6
133,S3 1.8 225cv Turbo Quattro,1,6
134,S4 2.7 Avant Turbo Quattro,1,6
135,S4 2.7 Turbo Quattro Mec.,1,6
136,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,1,6
137,S4 4.2 V8 40V 344cv Quattro Tiptronic,1,6
138,S6 2.2 20V TB,1,6
139,S6 2.2 Avant 20V TB,1,6
140,S6 4.2 Avant V8 40V Quattro Tiptronic,1,6
141,S6 4.2 V8 40V Quattro Mec,1,6
142,S6 4.2 V8 40V Quattro Tiptronic,1,6
143,S6 Plus 4.2 Avant V8 32V,1,6
144,S6 Plus 4.2 V8 32V,1,6
145,S8 4.2 Mec,1,6
146,S8 4.2 Quattro Mec.,1,6
147,S8 4.2 Quattro Tiptronic,1,6
148,S8 4.2 Tiptronic,1,6
149,TT 1.8 TB 180cv,1,6
150,TT 1.8 TB QUATTRO 225cv,1,6
151,TT Roadster 1.8 TB QUATTRO 225cv (Conv.),1,6
152,120i 2.0 16V 150cv/ 156cv 5p,1,7
153,120iA 2.0 16V 150cv/ 156cv 5p,1,7
154,316 (todas),1,7
155,318i Cabrio 1.8 16V,1,7
156,318i/iA 1.8 16V,1,7
157,318i/iA Compact 1.8 16V,1,7
158,318iS/ISA 1.9 16V,1,7
159,318Ti Compact Mec,1,7
160,318Ti/TiA Compact 1.9 16V,1,7
161,320i,1,7
162,320iA,1,7
163,323Ci Coupê,1,7
164,323CiA Coupê,1,7
165,323i 2.5 24V,1,7
166,323i Confort,1,7
167,323i Sport,1,7
168,323i Touring,1,7
169,323iA 2.5 24V,1,7
170,323iA Confort,1,7
171,323iA Entry Sedan,1,7
172,323i/iA Exclusive,1,7
173,323iA Sport,1,7
174,323iA Top Sedan,1,7
175,323iA Touring,1,7
176,323Ti Compact,1,7
177,323Ti Compact Sport,1,7
178,323TiA Compact Top,1,7
179,325i,1,7
180,325i/iA Cabrio,1,7
181,325iA,1,7
182,325iA 2.5 24V Protection,1,7
183,325iA Coupé 2.5 24V 2p,1,7
184,328i Exclusive 2.8 24V,1,7
185,328i Touring/Sport,1,7
186,328i/iA   ( modelo antigo ),1,7
187,328i/iA (novo modelo),1,7
188,328i/iA Cabrio,1,7
189,328iA Exclusive 2.8 24V,1,7
190,328iA Touring/Sport,1,7
191,330Ci Cabriolet,1,7
192,330CiA Cabriolet,1,7
193,330i MotorSport 3.0 24V 4p,1,7
194,330iA MotorSport 4p,1,7
195,330iA Top 4p,1,7
196,520i 2.0 16V,1,7
197,525i/iA,1,7
198,525i/iA Touring,1,7
199,528i/iA,1,7
200,528IA High,1,7
201,528IA Touring,1,7
202,530i/iA,1,7
203,530i/iA Touring,1,7
204,535i/iA 3.5 24V,1,7
205,540i,1,7
206,540i/iA Touring,1,7
207,540iA,1,7
208,540iA MotorSport,1,7
209,540iA Protection,1,7
210,540iTA,1,7
211,545iA 4.4 32V V8 333cv,1,7
212,645iA 4.4 V8 32V 333cv,1,7
213,730i 3.0 32V,1,7
214,730iA 3.0 32V,1,7
215,735i/iA 3.5 32V,1,7
216,740i,1,7
217,740iA,1,7
218,740iL/iLA Highline 4.4 32V,1,7
219,740iLA Protection,1,7
220,745iA 4.4 V8 32V 333cv,1,7
221,750i,1,7
222,750iA,1,7
223,750iL Highline 5.4 24V,1,7
224,760iL 6.0 V12 445cv/544cv,1,7
225,840Ci,1,7
226,840CiA,1,7
227,850Ci/CiA 5.0 24V,1,7
228,850Ci/CiA 5.4 24V,1,7
229,850CSi 5.6 24V,1,7
230,850i 5.0 24V,1,7
231,M Roadster,1,7
232,M3 3.2 24V,1,7
233,M3 Cabrio 3.0 24V,1,7
234,M3 Coupê 3.0 24V 255cv,1,7
235,M3 Coupê 3.0 V6 24V 282cv,1,7
236,M5 3.8/Touring 3.8 24V,1,7
237,M5 5.0 32V/ 40V,1,7
238,M6 5.0 V10 40V 507cv,1,7
239,X3 Family 2.5 24V 192cv/ 218cv,1,7
240,X3 Family 3.0 24V 231cv,1,7
241,X3 Sport 3.0 24V 231cv,1,7
242,X5 3.0 4x4,1,7
243,X5 4.4 4x4,1,7
244,X5 4.8 4x4 V8 32V 360cv,1,7
245,X5 Sport 4.4 4x4 V8 32V,1,7
246,Z3 2.8 Aut,1,7
247,Z3 2.8 Mec,1,7
248,Z3 3.0 24V Roadster 2p,1,7
249,Z3 Roadster 1.9 Mec,1,7
250,Z3 Roadster M 3.2,1,7
251,Z4 Roadster 3.0 V6 24V Aut.,1,7
252,Z4 Roadster Sport 3.0 24V 231cv Aut.,1,7
253,Z8 5.0 V8,1,7
254,Buggy/M-8/M-8 Long 1.6,1,8
255,Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V,1,8
256,Buggy 1.6 2-Lug.,1,9
257,Buggy 1.6/ TST/ RS 1.6 4-Lug.,1,9
258,Deville/Eldorado 4.9,1,10
259,Seville 4.6,1,10
260,Javali 3.0 4x4 Diesel,1,11
261,300 M 3.5,1,12
262,Caravan LE  3.3,1,12
263,Caravan LX 3.8,1,12
264,Caravan SE 2.4/3.3,1,12
265,Cirrus LXi 2.5 V6 24V,1,12
266,Gran Caravan SE 3.3 V6,1,12
267,Grand Caravan LE 3.3 Aut,1,12
268,Grand Caravan Limited 3.3 V6 12V 182cv,1,12
269,Grand Caravan LX 3.8,1,12
270,LE Baron 3.0 V6,1,12
271,LE Baron 3.0 V6 Conv.,1,12
272,Neon LE 1.8,1,12
273,Neon LE/Highline 2.0,1,12
274,Neon Sport 1.8/2.0,1,12
275,PT Cruiser Limited 2.0 16V 4p,1,12
276,PT Cruiser Limited 2.4 16V 143cv 4p,1,12
277,Sebring LX 2.7 V6 24V 204cv,1,12
278,Stratus LE 2.0,1,12
279,Stratus LX 2.0 Mec,1,12
280,Stratus LX 2.5 Aut,1,12
281,Stratus LX 2.5 Conversível Aut,1,12
282,Vision 3.5 24V,1,12
283,AX GTi,1,13
284,Berlingo MultSpace GLX 1.8i 3p,1,13
285,Berlingo MultSpace GLX 1.6 16V 110cv 4p,1,13
286,Berlingo MultSpace GLX 1.8i 4p,1,13
287,BX 1.6S 16V,1,13
288,BX GTi 1.9,1,13
289,C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec,1,13
290,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,1,13
291,C3 GLX 1.6/ 1.6 Flex 16V 5p,1,13
292,C3 Ocimar Versolato 1.6 16V 110cv 5p,1,13
293,C5 3.0 24V 210cv 4p Aut.,1,13
294,C5 Exclusive 2.0 16V 138cv 4p Mec.,1,13
295,C5 Exclusive 2.0 16V 4p Aut.,1,13
296,C5 Exclusive Break 2.0 16V 138cv 5p Mec.,1,13
297,C5 Exclusive Break 2.0 16V Aut.,1,13
298,C8 Exclusive 2.0 16V 138cv 5p Aut.,1,13
299,Evasion  GLX 2.0 16V,1,13
300,Evasion VSX Turbo,1,13
301,Jumper 2.5 Diesel,1,13
302,Jumper 2.8 16Lug.  Diesel,1,13
303,Jumper 2.8 Furgão 35C Diesel,1,13
304,Jumper 2.8 Furgão 35MH Diesel,1,13
305,Xantia 2.0  16V,1,13
306,Xantia Activa 2.0,1,13
307,Xantia Activa 2.0 TB,1,13
308,Xantia Activa 3.0 V6 Mec,1,13
309,Xantia Break 2.0 8V/GLX 2.0 16V Aut,1,13
310,Xantia Break GLX 2.0 16V Mec.,1,13
311,Xantia Exclusive 2.0 16V,1,13
312,Xantia Exclusive 3.0 V6,1,13
313,Xantia GLX 2.0 16V Aut.,1,13
314,Xantia GLX 2.0 16V Mec.,1,13
315,Xantia SX 1.8,1,13
316,Xantia SX 2.0 8V/16V Mec/ Aut,1,13
317,Xantia VSX 2.0,1,13
318,Xantia VSX 2.0 16V,1,13
319,XM Exclusive 12v,1,13
320,XM Exclusive 24V,1,13
321,XM Exclusive Break,1,13
322,XM Sensation 2.0 TB,1,13
323,Xsara Break Exclusive 1.6 16V 5p Aut.,1,13
324,Xsara Break Exclusive 1.6 16V 5p Mec.,1,13
325,Xsara Break Exclusive 1.8 16V,1,13
326,Xsara Break Exclusive 2.0 16V,1,13
327,Xsara Break GLX 1.6 16V 5p Aut.,1,13
328,Xsara Break GLX 1.6 16V 5p Mec.,1,13
329,Xsara Break GLX 1.8 16V,1,13
330,Xsara Break GLX/ Paris 2.0 16V,1,13
331,Xsara Exclusive 1.6 16V 5p Aut.,1,13
332,Xsara Exclusive 1.6 16V 5p Mec.,1,13
333,Xsara Exclusive 1.8 8V/16V 5p Aut,1,13
334,Xsara Exclusive 1.8 8V/16V 5p Mec,1,13
335,Xsara Exclusive 2.0 16V,1,13
336,Xsara GLX 1.6 16V 3p,1,13
337,Xsara GLX 1.6 16V 5p Aut.,1,13
338,Xsara GLX 1.6 16V 5p Mec.,1,13
339,Xsara GLX 1.8 16V 5p Mec,1,13
340,Xsara GLX 1.8 16V Cupê Mec,1,13
341,Xsara GLX 1.8 8V 5p Aut,1,13
342,Xsara GLX 1.8 8V Cupê Aut,1,13
343,Xsara GLX/ Paris 2.0 16V,1,13
344,Xsara Picasso Exc./Etoile 2.0 16v  Mec,1,13
345,Xsara Picasso Exclusive 2.0 16V  Aut,1,13
346,Xsara Picasso GLX /Brasil/Etoile 2.0 Mec,1,13
347,Xsara Picasso GLX 1.6/ 1.6 Flex 16V,1,13
348,Xsara Picasso GLX 2.0 16V  Aut,1,13
349,Xsara VTS 1.6 16V 3p,1,13
350,Xsara VTS 1.8 16V,1,13
351,Xsara VTS 2.0  16V Cupê Mec,1,13
352,ZX Cupê 16V,1,13
353,ZX Dakar 2.0 16V,1,13
354,ZX Furio,1,13
355,ZX Paris 1.8,1,13
356,ZX Volcane 3p e 5p,1,13
357,CL-244 2.8 132cv 4x4 TB Int. Diesel,1,14
358,Espero 2.0,1,15
359,Espero CD / DLX 2.0,1,15
360,Lanos Hatch SX 1.6 16V,1,15
361,Lanos SX 1.6 16V,1,15
362,Lanos SX 1.6 16V Aut,1,15
363,Leganza CDX 2.0 16V Aut.,1,15
364,Leganza CDX 2.0 16V Mec.,1,15
365,Nubira CDX 2.0 16V Aut.,1,15
366,Nubira CDX 2.0 16V Mec.,1,15
367,Nubira SW CDX 2.0 16V Aut.,1,15
368,Nubira SW CDX 2.0 16V Mec.,1,15
369,Prince Ace 2.0,1,15
370,Racer GTi 1.5 16V,1,15
371,Super Salon Ace,1,15
372,Tico,1,15
373,Applause 1.6 16V,1,16
374,Applause DLX 1.6 16V,1,16
375,Charade CX/TS 1.0,1,16
376,Charade Sd 1.5/DLX 1.3,1,16
377,Charade Sedan 1.3i 16V,1,16
378,Charade TS/TSi 1.3/LSi 1.5 16V,1,16
379,Charade TX 1.3 16V,1,16
380,Cuore 0/TS0 85i,1,16
381,Cuore CS/CSL,1,16
382,Cuore TS/TSL,1,16
383,Feroza DX 1.6 16V,1,16
384,Feroza SX 1.6i 16V,1,16
385,Gran Move 1.5/1.6 16V,1,16
386,Move Van,1,16
387,Terios 1.3 16V,1,16
388,Avenger ES 2.0/2.5 16V,1,17
389,Dakota 2.5,1,17
390,Dakota Club 2.5,1,17
391,Dakota Durango 5.9 4x4 V8,1,17
392,Dakota Durango SLT 5.2 4x4 V8,1,17
393,Dakota Intrepid 3.3 V6,1,17
394,Dakota RT 5.2 Aut,1,17
395,Dakota RT 5.2 CE Aut,1,17
396,Dakota Sport 2.5 4x4,1,17
397,Dakota Sport 2.5 CD Diesel,1,17
398,Dakota Sport 2.5 Diesel,1,17
399,Dakota Sport 3.9 V6,1,17
400,Dakota Sport 3.9 V6 CD Aut.,1,17
401,Dakota Sport 3.9 V6 CD Mec.,1,17
402,Dakota Sport 5.2 V8,1,17
403,Dakota Sport 5.2 V8 CD Aut.,1,17
404,Dakota Sport CE 2.5 Diesel,1,17
405,Dakota Sport CE 3.9 V6,1,17
406,Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies.,1,17
407,Ram Laramie 5.9 V8,1,17
408,Ram Laramie/SLT 5.2 V8,1,17
409,Ram Sport 5.9 V8,1,17
410,Stealth 3.0 MPI,1,17
411,Engesa 4x4 2.5/4.1,1,18
412,Engesa 4x4 4.0 Diesel,1,18
413,Camper 2.5/GL/GLS/Master 4.1,1,19
414,Camper 4x4 2.5 Diesel,1,19
415,Camper GL/GLS 4x4 4.0 Diesel,1,19
416,Master 4.0 Diesel,1,19
417,348 GTS 3.4,1,20
418,348 Spider 3.4,1,20
419,348 TS/TB 3.4,1,20
420,355 Berlinetta,1,20
421,355 Berlinetta F1,1,20
422,355 GTS,1,20
423,355 GTS F1,1,20
424,355 GTS Spider,1,20
425,355 GTS Targa,1,20
426,355 Spider F1,1,20
427,360 Challenge Stradale,1,20
428,360 Modena,1,20
429,360 Modena F1,1,20
430,360 Spider 400cv,1,20
431,360 Spider F1 400cv,1,20
432,456 GT,1,20
433,456 GTA,1,20
434,456 M-GT 5.5 V12,1,20
435,550 Maranello,1,20
436,575M Maranello F1 V12 515cv,1,20
437,147 C/ CL,1,21
438,147 Furgão (todos),1,21
439,147 Pick-Up (todas ),1,21
440,Brava ELX  1.6 16V 4p,1,21
441,Brava HGT 1.8 mpi 16V  4p,1,21
442,Brava SX 1.6 16V 4p,1,21
443,Bravo SX 1.6,1,21
444,Cinquecento 0.7,1,21
445,Coupe 16V,1,21
446,Doblo Adventure/ Adv.ER 1.8 mpi 8V 103cv,1,21
447,Doblo Cargo 1.3 Fire 16V 4/5p,1,21
448,Doblo Cargo 1.6 16V 4/5p,1,21
449,Doblo Cargo 1.8 mpi 8V 103cv,1,21
450,Doblo ELX 1.6 16V 4/5p,1,21
451,Doblo ELX 1.8 mpi 8V 103cv,1,21
452,Doblo EX 1.3 Fire 16V 80cv 4/5p,1,21
453,Ducato Cargo 2.8 Curto/Longo TB Diesel,1,21
454,Ducato Combinato 2.8 Diesel,1,21
455,Ducato Combinato 2.8 Turbo Diesel,1,21
456,Ducato Furgão Maxi 2.8 Diesel,1,21
457,Ducato MaxiCargo/Furgão Maxi 2.8 TB Dies,1,21
458,Ducato Minibus 2.8 Diesel,1,21
459,Ducato Minibus 2.8 Turbo Diesel,1,21
460,Ducato Mult/ Vetrato 2.8 T.Alto TB Dies.,1,21
461,Ducato Mult/ Vetrato 2.8 T.Baixo TB Dies,1,21
462,Ducato Van 2.5  Diesel,1,21
463,Ducato-10 Furgão 2.5 Diesel,1,21
464,Ducato-15 2.8 Furgão TB Diesel,1,21
465,Ducato-15 Furgão 2.8 Diesel,1,21
466,Ducato-8 Furgão 2.5 Diesel,1,21
467,Duna 1.6ie,1,21
468,Elba 1.6i.e/Top/CSL/ 1.6i.e/1.5 2p e 4p,1,21
469,Elba CS 1.6 / 1.5 /1.3,1,21
470,Elba S 1.6/ 1.5ie / 1.5 / 1.3,1,21
471,Elba Weekend 1.5 i.e. 2p e 4p,1,21
472,Fiorino Furgão 1.0,1,21
473,Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,1,21
474,Fiorino Furgão 1.5 mpi / i.e.,1,21
475,Fiorino Pick-Up 1.0,1,21
476,Fiorino Pick-Up 1.5 i.e. / 1.3/1.5 /HD/,1,21
477,Fiorino Pick-Up LX ( todas),1,21
478,Fiorino Pick-Up Trekking 1.5 mpi / i.e.,1,21
479,Fiorino Pick-Up Working 1.5 mpi / i.e.,1,21
480,Idea ELX 1.4 mpi Fire Flex 8V 5p,1,21
481,Idea HLX 1.8 mpi Flex 8V 5p,1,21
482,Marea City,1,21
483,Marea ELX 1.8 mpi 16V 132cv 4p,1,21
484,Marea ELX 2.0 20V 4p,1,21
485,Marea ELX 2.4 mpi 20V 4p,1,21
486,Marea HLX 2.0 20V 4p,1,21
487,Marea HLX 2.4 mpi 20V 4p Aut.,1,21
488,Marea HLX 2.4 mpi 20V 4p Mec.,1,21
489,Marea SX 1.6 mpi 16V 106cv 4p,1,21
490,Marea SX 1.8 16V 4p,1,21
491,Marea SX 2.0 20V 4p,1,21
492,Marea Turbo 2.0 20V 4p,1,21
493,Marea Weekend City 4p,1,21
494,Marea Weekend ELX 1.8 mpi 16V 132cv 4p,1,21
495,Marea Weekend ELX 2.0 20V 4p,1,21
496,Marea Weekend ELX 2.4 mpi 20V 4p,1,21
497,Marea Weekend HLX 2.0 20V 4p,1,21
498,Marea Weekend HLX 2.4 mpi 20V 4p Aut.,1,21
499,Marea Weekend HLX 2.4 mpi 20V 4p Mec.,1,21
500,Marea Weekend SX 1.6 mpi 16V 106cv 4p,1,21
501,Marea Weekend SX 1.8 16V 4p,1,21
502,Marea Weekend SX 2.0 20V 4p,1,21
503,Marea Weekend Turbo 2.0 20V 4p,1,21
504,Oggi,1,21
505,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,1,21
506,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,1,21
507,Palio 1.5 mpi 8V 2p,1,21
508,Palio 1.5 mpi 8V 4p,1,21
509,Palio 1.6 mpi 16V 2p,1,21
510,Palio 1.6 mpi 16V 4p,1,21
511,Palio City 1.0 4p,1,21
512,Palio City 1.5/1.6 4p,1,21
513,Palio CityMatic 1.0 mpi,1,21
514,Palio ED 1.0 mpi 2p e 4p,1,21
515,Palio EDX 1.0 mpi 2p,1,21
516,Palio EDX 1.0 mpi 4p,1,21
517,Palio EL 1.5 mpi 2p e 4p,1,21
518,Palio EL 1.6 spi 2p e 4p,1,21
519,Palio ELX 1.0/ 1.0 Fire Flex 8V 2p,1,21
520,Palio ELX 1.0 mpi Fire 16v 4p (25 anos),1,21
521,Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p,1,21
522,Palio ELX 1.3 mpi  Fire 16v 4p,1,21
523,Palio ELX 1.3 mpi Flex 8V 4p,1,21
524,Palio ELX 1.4 mpi Fire Flex 8V 4p,1,21
525,Palio ELX 1.5 4p,1,21
526,Palio ELX 1.6 4p,1,21
527,Palio ELX 1.6 mpi 16v 4p,1,21
528,Palio ELX 1.8/ 1.8 mpi Flex 8V 4p,1,21
529,Palio ELX/ 500 1.0 4p,1,21
530,Palio EX 1.0 mpi 2p,1,21
531,Palio EX 1.0 mpi 4p,1,21
532,Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p,1,21
533,Palio EX 1.0 mpi Fire 8v 4p,1,21
534,Palio EX 1.3 mpi Fire 8V 67cv 2p,1,21
535,Palio EX 1.3 mpi Fire 8V 67cv 4p,1,21
536,Palio EX 1.8 mpi 8V 103cv 4p,1,21
537,Palio EX Century 1.0 mpi Fire 16v 2p,1,21
538,Palio EX Century 1.0 mpi Fire 16v 4p,1,21
539,Palio HLX 1.8 mpi 8V 103cv 4p,1,21
540,Palio HLX 1.8 mpi Flex 8V 4p,1,21
541,Palio Stile 1.6 mpi 16v 4p,1,21
542,Palio Weekend 1.0 6-marchas,1,21
543,Palio Weekend 1.5 mpi 4p,1,21
544,Palio Weekend 1.6 mpi 16V 4p,1,21
545,Palio Weekend Adventure 1.6 8v/16v,1,21
546,Palio Weekend Adventure 1.8 8V 103cv 4p,1,21
547,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,1,21
548,Palio Weekend City 1.5/ 1.6 4p,1,21
549,Palio Weekend ELX 1.0 mpi Fire 16V,1,21
550,Palio Weekend ELX 1.3 mpi  Fire 16V,1,21
551,Palio Weekend ELX 1.3 mpi Flex 8V 4p,1,21
552,Palio Weekend ELX 1.4 mpi Fire Flex 8V,1,21
553,Palio Weekend ELX 1.5 mpi 4p,1,21
554,Palio Weekend ELX 1.6 mpi,1,21
555,Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p,1,21
556,Palio Weekend EX 1.5 mpi,1,21
557,Palio Weekend EX 1.8 mpi 8V 103cv 4p,1,21
558,Palio Weekend HLX 1.8 mpi Flex 4p,1,21
559,Palio Weekend Sport 1.6 mpi 16V 4p,1,21
560,Palio Weekend Stile 1.6 mpi 16V 4p,1,21
561,Palio Weekend Stile 1.8 mpi 8V 103cv 4p,1,21
562,Palio Young 1.0 mpi 8v 2p,1,21
563,Palio Young 1.0 mpi 8v 4p,1,21
564,Palio Young 1.0 mpi Fire 8V 2p,1,21
565,Palio Young 1.0 mpi Fire 8V 4p,1,21
566,Panorama C/CL,1,21
567,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,1,21
568,Premio CS 1.6/ 1.5/ 1.3 2p,1,21
569,Premio CSL 1.6 i.e./ 1.5 4p,1,21
570,Premio CSL 1.6/ 1.5,1,21
571,Premio S 1.5 i.e./ 1.5 / 1.3,1,21
572,Punto Cabrio,1,21
573,Punto EL/ELX,1,21
574,Punto S,1,21
575,Punto SX,1,21
576,Siena 1.0 mpi/ 500 1.0 mpi,1,21
577,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,1,21
578,Siena 1.5 mpi 8V 4p,1,21
579,Siena City 4p,1,21
580,Siena EL 1.6 mpi 16V,1,21
581,Siena EL 1.6 spi,1,21
582,Siena ELX 1.0 mpi Fire 16v 4p (25 anos),1,21
583,Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p,1,21
584,Siena ELX 1.3 mpi Fire 16V 4p,1,21
585,Siena ELX 1.3 mpi Flex 8V 4p,1,21
586,Siena ELX 1.4 mpi Fire Flex 8V 4p,1,21
587,Siena ELX 1.5 mpi 4p,1,21
588,Siena ELX 1.6 mpi 8V/16V 4p,1,21
589,Siena ELX 1.8 mpi 8V 103cv 4p,1,21
590,Siena EX 1.0 mpi Fire 16v 4p,1,21
591,Siena EX 1.3 mpi Fire 8V 67cv 4p,1,21
592,Siena EX 1.8 mpi 8V 103cv 4p,1,21
